product_id,name,price,company,product_id.1,Reviews,Review Count,Seller Rating %,Questions Answered,product_url
20,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 29,999",Samsung,20,2.2,124,1,25,//www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
21,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999",Redmi,21,3.4,162,69,79,//www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
22,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",Infinix,22,1.6,153,4,40,//www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
23,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display  | 8MP Dual Rear Camera,"Rs. 22,749",itel,23,2.2,133,16,23,//www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
24,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,"Rs. 19,999",Honor,24,2.5,161,24,24,//www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?search=1
25,VGOTEL NOTE 23 8+8=16GB RAM 256GB ROM = 5000mAh BATTERY,"Rs. 30,999",VGOTEL,25,2.8,148,80,61,//www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
26,OPPO A17  4GB + 64GB  5000mAh Battery,"Rs. 36,999",OPPO,26,4.1,142,2,22,//www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
27,Samsung Galaxy A54 8GB+256GB,"Rs. 128,999",Samsung,27,1.8,195,92,51,//www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
28,Samsung Galaxy A14 4GB+128GB,"Rs. 51,999",Samsung,28,3.1,177,32,53,//www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
29,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,"Rs. 24,999",Sparx,29,3.4,159,91,18,//www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853901.html?search=1
30,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,"Rs. 16,999",Vgotel,30,1.2,131,84,19,//www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916868.html?search=1
31,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999",Redmi,31,3.4,103,24,35,//www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
32,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 39,999",Samsung,32,1.7,117,12,5,//www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
33,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing","Rs. 49,999",Xiaomi,33,1.3,82,50,58,//www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1
34,"Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved","Rs. 14,299",Sparx,34,4.8,191,35,7,//www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1
35,"Redmi Note 12  8GB Ram 128GB Rom, Display Size  6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 49,999",Redmi,35,4.9,70,33,20,//www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
36,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 20,999",Redmi,36,4.2,97,33,61,//www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1
37,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 45,496",Tecno,37,2.2,197,61,79,//www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
38,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,"Rs. 34,999",Samsung,38,1.4,177,51,16,//www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
39,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 51,999",Redmi,39,3.7,185,43,78,//www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
40,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 49,999",Redmi,40,2.8,184,12,20,//www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
41,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,"Rs. 64,499",Infinix,41,1.5,194,67,76,//www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274809.html?search=1
42,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,"Rs. 19,399",Redmi,42,3.0,177,65,80,//www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
43,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 32,999",Realme,43,1.1,82,33,28,//www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
44,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 26,999",Redmi,44,4.6,164,40,32,//www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
45,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY  SUPER FAST CHARGING,"Rs. 50,499",Redmi,45,2.0,168,74,12,//www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
46,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery","Rs. 43,499",Infinix,46,3.7,71,43,40,//www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
47,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 38,450",Tecno,47,2.2,87,44,12,//www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
48,"SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY","Rs. 28,999",SPARX,48,3.1,158,29,62,//www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
49,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,"Rs. 44,999",vivo,49,3.2,100,13,64,//www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1
50,Samsung Galaxy A14 6GB+128GB,"Rs. 54,999",Samsung,50,1.7,57,12,54,//www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
51,"Redmi 12C - 6.71"" Inch Display - 4GB RAM","Rs. 25,990",Redmi,51,4.9,76,95,32,//www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
52,Samsung Galaxy A24 8GB+128GB,"Rs. 72,999",Samsung,52,4.1,76,46,45,//www.daraz.pk/products/samsung-galaxy-a04-4gb64gb-i421205430-s1988618927.html?search=1
53,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 36,999",Infinix,53,4.8,70,2,68,//www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1
54,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,"Rs. 31,499",Sparx,54,4.6,79,35,31,//www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
55,itel  A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,"Rs. 22,399",itel,55,3.4,146,87,67,//www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1
56,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM","Rs. 27,999",Itel,56,4.7,77,81,21,//www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
57,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 29,999",Samsung,57,1.4,160,90,77,//www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
58,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999",Redmi,58,1.8,110,8,37,//www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
59,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",Infinix,59,1.2,97,93,33,//www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
60,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display  | 8MP Dual Rear Camera,"Rs. 22,749",itel,60,2.3,196,26,17,//www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?search=1
61,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,"Rs. 19,999",Honor,61,2.6,53,74,50,//www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
62,VGOTEL NOTE 23 8+8=16GB RAM 256GB ROM = 5000mAh BATTERY,"Rs. 30,999",VGOTEL,62,2.1,84,90,39,//www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
63,OPPO A17  4GB + 64GB  5000mAh Battery,"Rs. 36,999",OPPO,63,4.3,98,34,10,//www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
64,Samsung Galaxy A54 8GB+256GB,"Rs. 128,999",Samsung,64,2.4,66,7,73,//www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
65,Samsung Galaxy A14 4GB+128GB,"Rs. 51,999",Samsung,65,2.1,95,68,51,//www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853901.html?search=1
66,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,"Rs. 24,999",Sparx,66,3.2,166,58,29,//www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916868.html?search=1
67,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,"Rs. 16,999",Vgotel,67,1.6,55,75,70,//www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
68,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999",Redmi,68,4.2,148,29,14,//www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
69,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 39,999",Samsung,69,1.3,173,36,60,//www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1
70,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing","Rs. 49,999",Xiaomi,70,4.9,86,89,34,//www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1
71,"Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved","Rs. 14,299",Sparx,71,4.1,73,21,9,//www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
72,"Redmi Note 12  8GB Ram 128GB Rom, Display Size  6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 49,999",Redmi,72,1.8,142,36,37,//www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1
73,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 20,999",Redmi,73,1.0,95,10,69,//www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
74,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 45,496",Tecno,74,4.3,144,73,22,//www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
75,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,"Rs. 34,999",Samsung,75,3.8,148,24,53,//www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
76,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 51,999",Redmi,76,3.9,165,64,15,//www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
77,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 49,999",Redmi,77,4.1,116,99,30,//www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274809.html?search=1
78,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,"Rs. 64,499",Infinix,78,1.3,177,49,67,//www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
79,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,"Rs. 19,399",Redmi,79,2.4,67,99,63,//www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
80,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 32,999",Realme,80,1.5,74,36,31,//www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
81,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 26,999",Redmi,81,4.5,103,82,53,//www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
82,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY  SUPER FAST CHARGING,"Rs. 50,499",Redmi,82,3.5,107,96,37,//www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
83,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery","Rs. 43,499",Infinix,83,2.3,116,24,5,//www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
84,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 38,450",Tecno,84,1.3,153,23,25,//www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
85,"SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY","Rs. 28,999",SPARX,85,2.2,73,62,59,//www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1
86,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,"Rs. 44,999",vivo,86,2.3,163,96,10,//www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
87,Samsung Galaxy A14 6GB+128GB,"Rs. 54,999",Samsung,87,3.9,81,37,73,//www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
88,"Redmi 12C - 6.71"" Inch Display - 4GB RAM","Rs. 25,990",Redmi,88,3.6,135,12,9,//www.daraz.pk/products/samsung-galaxy-a04-4gb64gb-i421205430-s1988618927.html?search=1
89,Samsung Galaxy A24 8GB+128GB,"Rs. 72,999",Samsung,89,4.5,200,55,7,//www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1
90,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 36,999",Infinix,90,2.9,176,13,57,//www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
91,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,"Rs. 31,499",Sparx,91,1.5,179,23,27,//www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1
92,itel  A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,"Rs. 22,399",itel,92,3.9,66,89,57,//www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
93,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM","Rs. 27,999",Itel,93,4.0,153,99,41,//www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
94,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 29,999",Samsung,94,3.2,186,30,78,//www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
95,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999",Redmi,95,4.1,92,17,78,//www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
96,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",Infinix,96,3.0,88,62,21,//www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?search=1
97,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display  | 8MP Dual Rear Camera,"Rs. 22,749",itel,97,3.1,75,84,77,//www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
98,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,"Rs. 19,999",Honor,98,2.7,148,89,5,//www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
99,VGOTEL NOTE 23 8+8=16GB RAM 256GB ROM = 5000mAh BATTERY,"Rs. 30,999",VGOTEL,99,1.1,99,86,55,//www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
100,OPPO A17  4GB + 64GB  5000mAh Battery,"Rs. 36,999",OPPO,100,1.4,62,13,49,//www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
101,Samsung Galaxy A54 8GB+256GB,"Rs. 128,999",Samsung,101,1.1,109,59,8,//www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853901.html?search=1
